control_key,status,observed,source,line,tag,id,text,onclick,panel
#settingsVoiceModeEnabled,NOT_INTERACTED,True,static/index.html,1386,INPUT,settingsVoiceModeEnabled,,,
#settingsWhatsNewSummary,INTERACTED_IN_PASSING_TEST,True,static/index.html,1606,INPUT,settingsWhatsNewSummary,,,
#settingsWorklogDetailsExpandedDefault,INTERACTED_IN_PASSING_TEST,True,static/index.html,1273,INPUT,settingsWorklogDetailsExpandedDefault,,,
#settingsWorkspacePanelOpen,INTERACTED_IN_PASSING_TEST,True,static/index.html,1172,INPUT,settingsWorkspacePanelOpen,,,
#settingsWorkspaceTodosTab,INTERACTED_IN_PASSING_TEST,True,static/index.html,1179,INPUT,settingsWorkspaceTodosTab,,,
#skillFormCategory,INTERACTED_IN_PASSING_TEST,False,static/panels.js,5144,INPUT,skillFormCategory,,,
#skillFormContent,INTERACTED_IN_PASSING_TEST,False,static/panels.js,5148,TEXTAREA,skillFormContent,,,
#skillFormName,INTERACTED_IN_PASSING_TEST,False,static/panels.js,5139,INPUT,skillFormName,,,
#skillsSearch,INTERACTED_IN_PASSING_TEST,True,static/index.html,265,INPUT,skillsSearch,,,
#terminalViewport,NOT_INTERACTED,True,browser,,DIV,terminalViewport,WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW.xterm-dom-renderer-owner-1 .xterm-rows span { display: in,focusComposerTerminalInput(),
#titlebarProfileBtn,NOT_INTERACTED,False,static/index.html,117,BUTTON,titlebarProfileBtn,,toggleProfileDropdown(event),
#toast,NOT_INTERACTED,True,browser,,DIV,toast,Saved,,
#toolsetsApplyBtn,NOT_INTERACTED,False,static/index.html,821,BUTTON,toolsetsApplyBtn,,,
#toolsetsClearBtn,NOT_INTERACTED,False,static/index.html,822,BUTTON,toolsetsClearBtn,,,
#toolsetsInput,NOT_INTERACTED,False,static/index.html,818,INPUT,toolsetsInput,,,
#wikiBrowserSearch,NOT_INTERACTED,False,static/panels.js,4529,INPUT,wikiBrowserSearch,,,
#workspaceArtifactsTab,NOT_INTERACTED,True,static/index.html,1875,BUTTON,workspaceArtifactsTab,,switchWorkspacePanelTab('artifacts'),
#workspaceFileInput,INTERACTED_IN_PASSING_TEST,True,static/index.html,1872,INPUT,workspaceFileInput,,,
#workspaceFilesTab,INTERACTED_IN_PASSING_TEST,True,static/index.html,1874,BUTTON,workspaceFilesTab,,switchWorkspacePanelTab('files'),
#workspaceFormName,INTERACTED_IN_PASSING_TEST,False,static/panels.js,6241,INPUT,workspaceFormName,,,
#workspaceFormPath,INTERACTED_IN_PASSING_TEST,False,static/panels.js,6246,INPUT,workspaceFormPath,,,
#workspacePanelHeading,NOT_INTERACTED,True,browser,,SPAN,workspacePanelHeading,Workspace root,,
#workspaceShowHiddenFiles,INTERACTED_IN_PASSING_TEST,False,static/ui.js,20527,INPUT,workspaceShowHiddenFiles,,,
#workspaceTodosTab,INTERACTED_IN_PASSING_TEST,False,static/index.html,1876,BUTTON,workspaceTodosTab,,switchWorkspacePanelTab('todos'),
#wsAssignMembers,NOT_INTERACTED,False,static/panels.js,6089,INPUT,wsAssignMembers,,,
#wsAssignOwner,NOT_INTERACTED,False,static/panels.js,6088,INPUT,wsAssignOwner,,,
#wsAssignSaveBtn,NOT_INTERACTED,False,static/panels.js,6090,BUTTON,wsAssignSaveBtn,,,
#yoloPill,NOT_INTERACTED,False,static/index.html,668,BUTTON,yoloPill,,cmdYolo(),
app:BUTTON:Sign in,INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_gatewayAction('start'),NOT_INTERACTED,True,browser,,BUTTON,,Start,_gatewayAction('start'),
onclick:_govApplyGroupTemplate('engineers'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_govApplyGroupTemplate('operators'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_govApplyGroupTemplate('viewers'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_govApplyWsUserFilter(),NOT_INTERACTED,True,browser,,BUTTON,,Apply,_govApplyWsUserFilter(),
onclick:_govClearWsUserFilter(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Clear,_govClearWsUserFilter(),
"onclick:_govDeleteGroup(""qa-admin-engineers-1788933825756-js5v"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govDeleteGroup(""qa-admin-legacy-group-1788933831645-8jac"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteGroup(""qa-admin-legacy-group-1788933831645-8jac"")",
"onclick:_govDeleteGroup(""qa-admin-membership-1788933827671-esd4"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govDeleteGroup(""qa-admin-operators-1788933823757-skm3"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govDeleteGroup(""qa-admin-viewers-1788933821889-p884"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govDeleteGroup(""qa-sso-restricted"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteGroup(""qa-sso-restricted"")",
"onclick:_govDeleteGroup(""qa-team"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteGroup(""qa-team"")",
"onclick:_govDeleteUser(""alice@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""alice@example.test"")",
"onclick:_govDeleteUser(""autoapprove@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""autoapprove@example.test"")",
"onclick:_govDeleteUser(""autodeny@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""autodeny@example.test"")",
"onclick:_govDeleteUser(""automanual@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""automanual@example.test"")",
"onclick:_govDeleteUser(""bob@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""bob@example.test"")",
"onclick:_govDeleteUser(""continuation@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""continuation@example.test"")",
"onclick:_govDeleteUser(""denied@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""denied@example.test"")",
"onclick:_govDeleteUser(""govrequest@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""govrequest@example.test"")",
"onclick:_govDeleteUser(""manualapprove@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""manualapprove@example.test"")",
"onclick:_govDeleteUser(""manualdeny@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""manualdeny@example.test"")",
"onclick:_govDeleteUser(""outsider@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""outsider@example.test"")",
"onclick:_govDeleteUser(""qa-admin-member-1788933827671-d870@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govDeleteUser(""qa-blacklist-1788933852507@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-blacklist-1788933852507@example.test"")",
"onclick:_govDeleteUser(""qa-fields-clear-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-clear-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-inspector-new-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-inspector-new-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-inspector-old-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-inspector-old-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-legacy-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-legacy-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-level-only-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-level-only-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-preview-first-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-preview-first-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-preview-second-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-preview-second-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-roundtrip-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-roundtrip-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-save-first-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-save-first-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-fields-save-second-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-fields-save-second-1788933832320-s43ejb@example.test"")",
"onclick:_govDeleteUser(""qa-responsive-desktop-1788933846113@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-responsive-desktop-1788933846113@example.test"")",
"onclick:_govDeleteUser(""qa-responsive-laptop-1788933847536@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-responsive-laptop-1788933847536@example.test"")",
"onclick:_govDeleteUser(""qa-responsive-mobile-1788933848826@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""qa-responsive-mobile-1788933848826@example.test"")",
"onclick:_govDeleteUser(""resource@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""resource@example.test"")",
"onclick:_govDeleteUser(""voicedenied@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Delete,"_govDeleteUser(""voicedenied@example.test"")",
"onclick:_govEditGroup(""qa-admin-engineers-1788933825756-js5v"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govEditGroup(""qa-admin-legacy-group-1788933831645-8jac"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditGroup(""qa-admin-legacy-group-1788933831645-8jac"")",
"onclick:_govEditGroup(""qa-admin-operators-1788933823757-skm3"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govEditGroup(""qa-admin-viewers-1788933821889-p884"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govEditGroup(""qa-sso-restricted"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditGroup(""qa-sso-restricted"")",
"onclick:_govEditGroup(""qa-team"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditGroup(""qa-team"")",
"onclick:_govEditUser(""alice@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""alice@example.test"")",
"onclick:_govEditUser(""autoapprove@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""autoapprove@example.test"")",
"onclick:_govEditUser(""autodeny@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""autodeny@example.test"")",
"onclick:_govEditUser(""automanual@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""automanual@example.test"")",
"onclick:_govEditUser(""bob@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""bob@example.test"")",
"onclick:_govEditUser(""continuation@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""continuation@example.test"")",
"onclick:_govEditUser(""denied@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""denied@example.test"")",
"onclick:_govEditUser(""govrequest@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""govrequest@example.test"")",
"onclick:_govEditUser(""manualapprove@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""manualapprove@example.test"")",
"onclick:_govEditUser(""manualdeny@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""manualdeny@example.test"")",
"onclick:_govEditUser(""outsider@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""outsider@example.test"")",
"onclick:_govEditUser(""qa-admin-member-1788933827671-d870@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govEditUser(""qa-blacklist-1788933852507@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-blacklist-1788933852507@example.test"")",
"onclick:_govEditUser(""qa-fields-clear-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-clear-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-inspector-new-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-inspector-new-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-inspector-old-1788933832320-s43ejb@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-inspector-old-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-legacy-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-legacy-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-level-only-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-level-only-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-preview-first-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-preview-first-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-preview-second-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-preview-second-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-roundtrip-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-roundtrip-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-save-first-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-save-first-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-fields-save-second-1788933832320-s43ejb@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-fields-save-second-1788933832320-s43ejb@example.test"")",
"onclick:_govEditUser(""qa-responsive-desktop-1788933846113@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-responsive-desktop-1788933846113@example.test"")",
"onclick:_govEditUser(""qa-responsive-laptop-1788933847536@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-responsive-laptop-1788933847536@example.test"")",
"onclick:_govEditUser(""qa-responsive-mobile-1788933848826@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""qa-responsive-mobile-1788933848826@example.test"")",
"onclick:_govEditUser(""resource@example.test"")",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit,"_govEditUser(""resource@example.test"")",
"onclick:_govEditUser(""voicedenied@example.test"")",NOT_INTERACTED,True,browser,,BUTTON,,Edit,"_govEditUser(""voicedenied@example.test"")",
onclick:_govLoadAudit(),NOT_INTERACTED,True,browser,,BUTTON,,Refresh,_govLoadAudit(),
onclick:_govResetGroupForm(),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_govResetUserForm(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Cancel,_govResetUserForm(),
onclick:_govRunPreview(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Preview,_govRunPreview(),
onclick:_govSaveGroup(),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_govSaveWorkspaceAssign(0),NOT_INTERACTED,True,browser,,BUTTON,,Save,_govSaveWorkspaceAssign(0),
onclick:_govSaveWorkspaceAssign(1),NOT_INTERACTED,True,browser,,BUTTON,,Save,_govSaveWorkspaceAssign(1),
onclick:_govSaveWorkspaceAssign(2),NOT_INTERACTED,True,browser,,BUTTON,,Save,_govSaveWorkspaceAssign(2),
onclick:_govSaveWorkspaceAssign(3),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Save,_govSaveWorkspaceAssign(3),
onclick:_govSwitchTab('approvals'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Approvals,_govSwitchTab('approvals'),
onclick:_govSwitchTab('audit'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Audit,_govSwitchTab('audit'),
onclick:_govSwitchTab('groups'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Groups,_govSwitchTab('groups'),
onclick:_govSwitchTab('integrations'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Integrations,_govSwitchTab('integrations'),
onclick:_govSwitchTab('overview'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Overview,_govSwitchTab('overview'),
onclick:_govSwitchTab('preview'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Preview access,_govSwitchTab('preview'),
onclick:_govSwitchTab('users'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Users,_govSwitchTab('users'),
onclick:_govToggleGroupForm(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,+ Add group,_govToggleGroupForm(),
"onclick:_govWsToggleMember(3, false)",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_govWsToggleMember(3, true)",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:_loadRunContent('010c5145f442','2026-09-09_08-06-39.md','cron-det-run-010c5145f442-0')",INTERACTED_IN_PASSING_TEST,True,browser,,DIV,,"2026-09-09 08-06-39 769 B
          
            ▾
            ▸","_loadRunContent('010c5145f442','2026-09-09_08-06-39.md','cron-det-run-010c5145f442-0')",
onclick:_pickChatActivityDisplayMode('compact_worklog'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Compact Worklog,_pickChatActivityDisplayMode('compact_worklog'),
onclick:_pickChatActivityDisplayMode('hide_all_activity'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Final answer only,_pickChatActivityDisplayMode('hide_all_activity'),
onclick:_pickChatActivityDisplayMode('transparent_stream'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Transparent Stream,_pickChatActivityDisplayMode('transparent_stream'),
onclick:_pickFontSize('default'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,"Aa
                  
                  Default",_pickFontSize('default'),
onclick:_pickFontSize('large'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,"Aa
                  
                  Large",_pickFontSize('large'),
onclick:_pickFontSize('small'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,"Aa
                  
                  Small",_pickFontSize('small'),
onclick:_pickFontSize('xlarge'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,"Aa
                  
                  Extra Large",_pickFontSize('xlarge'),
onclick:_pickTheme('dark'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Dark,_pickTheme('dark'),
onclick:_pickTheme('light'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Light,_pickTheme('light'),
onclick:_pickTheme('system'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,System,_pickTheme('system'),
onclick:_projOpen('ef2e05ffae73'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:_toggleActivityGroup(this),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Processed 0s,_toggleActivityGroup(this),
onclick:addKanbanComment('t_146f6f05'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:addKanbanDependency(""t_684c8aa9"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:addKanbanDependency(""t_7080861b"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
"onclick:addKanbanDependency(""t_7c7f18c5"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:archiveKanbanBoard(),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:blockKanbanTask('t_7c7f18c5'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:bulkUpdateKanban(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Bulk action,bulkUpdateKanban(),
onclick:closeKanbanTaskDetail(),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:closeMobileSidebar(),NOT_INTERACTED,True,browser,,BUTTON,,Close menu,closeMobileSidebar(),
onclick:copyLogsAll(),NOT_INTERACTED,True,browser,,BUTTON,,Copy all,copyLogsAll(),
onclick:copyMsg(this),NOT_INTERACTED,True,browser,,BUTTON,,Copy,copyMsg(this),
onclick:copyToastText(this);event.stopPropagation(),NOT_INTERACTED,True,browser,,BUTTON,,Copy,copyToastText(this);event.stopPropagation(),
onclick:createKanbanTask(),NOT_INTERACTED,True,browser,,BUTTON,,New task,createKanbanTask(),
onclick:deletePasskey('uO0Rbv3-1_71K9jZ-UlavD6kc9NdWJ--KZYR99q9v38'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:dismissApprovalCard(),NOT_INTERACTED,True,browser,,BUTTON,,Dismiss approval,dismissApprovalCard(),
onclick:dismissToast(this);event.stopPropagation(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Dismiss error toast,dismissToast(this);event.stopPropagation(),
onclick:editMessage(this),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit message,editMessage(this),
onclick:event.stopPropagation(),NOT_INTERACTED,True,browser,,DIV,,completearchive,event.stopPropagation(),
"onclick:event.stopPropagation();toggleCronRunExpanded('010c5145f442','2026-09-09_08-06-39.md','cron-det-run-010c5145f442-0')",NOT_INTERACTED,True,browser,,BUTTON,,Expand output,"event.stopPropagation();toggleCronRunExpanded('010c5145f442','2026-09-09_08-06-39.md','cron-det-run-010c5145f442-0')",
onclick:forkFromMessage(1),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(1),
onclick:forkFromMessage(12),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(12),
onclick:forkFromMessage(2),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(2),
onclick:forkFromMessage(3),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(3),
onclick:forkFromMessage(4),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(4),
onclick:forkFromMessage(5),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(5),
onclick:forkFromMessage(6),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(6),
onclick:forkFromMessage(8),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(8),
onclick:forkFromMessage(9),NOT_INTERACTED,True,browser,,BUTTON,,Start a new chat from here,forkFromMessage(9),
"onclick:jumpToTurnQuestion(0,1)",NOT_INTERACTED,True,browser,,BUTTON,,Jump to the start of this response,"jumpToTurnQuestion(0,1)",
"onclick:jumpToTurnQuestion(2,3)",NOT_INTERACTED,True,browser,,BUTTON,,Jump to the start of this response,"jumpToTurnQuestion(2,3)",
"onclick:jumpToTurnQuestion(4,5)",NOT_INTERACTED,True,browser,,BUTTON,,Jump to the start of this response,"jumpToTurnQuestion(4,5)",
"onclick:jumpToTurnQuestion(8,9)",NOT_INTERACTED,True,browser,,BUTTON,,Jump to the start of this response,"jumpToTurnQuestion(8,9)",
onclick:loadCapacityAlerts(true),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Refresh,loadCapacityAlerts(true),
onclick:loadIntegrations(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Refresh,loadIntegrations(),
onclick:loadKanbanTask('t_146f6f05'),NOT_INTERACTED,True,browser,,BUTTON,,"Todo
      QA Kanban lifecycle 1788934002406 edited
      unassigned · P2 · 💬 1",loadKanbanTask('t_146f6f05'),
onclick:loadProjectsHub(),NOT_INTERACTED,True,browser,,BUTTON,,Refresh,loadProjectsHub(),
onclick:nudgeKanbanDispatcher(),NOT_INTERACTED,True,browser,,BUTTON,,Dry-run: shows what would be claimed without spawning workers,nudgeKanbanDispatcher(),
onclick:openBotConfiguration('identity'),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Edit bot,openBotConfiguration('identity'),
onclick:openBotConfiguration('knowledge'),NOT_INTERACTED,True,browser,,BUTTON,,Choose knowledge files,openBotConfiguration('knowledge'),
onclick:openBotConfiguration('memory'),NOT_INTERACTED,True,browser,,BUTTON,,Bot memory,openBotConfiguration('memory'),
onclick:openBotConfiguration('settings'),NOT_INTERACTED,True,browser,,BUTTON,,"Tools, MCP and settings",openBotConfiguration('settings'),
onclick:openBotConfiguration('skills'),NOT_INTERACTED,True,browser,,BUTTON,,Skills library,openBotConfiguration('skills'),
onclick:openBotConfiguration('soul'),NOT_INTERACTED,True,browser,,BUTTON,,Prompt and instructions,openBotConfiguration('soul'),
onclick:openCronCreate(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,New job,openCronCreate(),
onclick:openKanbanEdit('t_146f6f05'),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:openKanbanRenameBoard(),INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
onclick:openProfileCreate(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,New bot,openProfileCreate(),
onclick:openSkillCreate(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,New skill,openSkillCreate(),
onclick:openWorkspaceCreate(),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Add space,openWorkspaceCreate(),
"onclick:quickKanbanCardAction(event,'t_146f6f05','archived')",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,archive,"quickKanbanCardAction(event,'t_146f6f05','archived')",
"onclick:quickKanbanCardAction(event,'t_146f6f05','done')",INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,complete,"quickKanbanCardAction(event,'t_146f6f05','done')",
onclick:regenerateResponse(this),INTERACTED_IN_PASSING_TEST,True,browser,,BUTTON,,Regenerate response,regenerateResponse(this),
"onclick:removeKanbanDependency(""t_684c8aa9"",""t_7080861b"")",INTERACTED_IN_PASSING_TEST,True,browser action,,,,,,
